gene,lfc,q
TBL3,-0.336911485,0.001615043
ZNF414,-0.335782943,0.048556051
AP1B1,-0.335185672,0.000502187
RAP1GDS1,-0.335116066,0.009173455
ITPA,-0.33488272,0.009771374
ADAMTS13,-0.334837599,0.036233873
VASH1,-0.334517598,0.024798527
SMPD3,-0.334261386,0.002308349
PPP1R3E,-0.334228105,0.004345635
REEP2,-0.332444357,0.035949057
COQ4,-0.332427919,0.002965585
CLBA1,-0.331498643,0.038109001
SYNDIG1,-0.331420464,0.001639358
ZNF862,-0.330490695,0.01924587
PEX16,-0.330216138,0.01600131
TUBB,-0.330070052,0.005208303
NMRAL1,-0.330011392,0.033867144
ZNF496,-0.329826168,0.002045569
ZNF226,-0.329605941,0.015901172
ZNF169,-0.329391283,0.005618828
DYNC1H1,-0.328767057,0.002283434
C19orf47,-0.328755282,0.00919425
FUS,-0.327938244,0.001335921
CSMD2,-0.326665555,0.027396954
TMEM201,-0.32648724,0.001964837
MAPRE3,-0.32640761,0.001716901
DBP,-0.325571361,0.020360277
LYPD5,-0.32548075,0.036186095
OSBPL5,-0.324745663,0.008729916
GAS8,-0.324406067,0.009108188
PAAF1,-0.323957104,0.025972094
SKIV2L,-0.323789993,0.005888237
GEMIN8,-0.323701583,0.019351758
RNF187,-0.323644511,0.00621968
TIMM8A,-0.32312605,0.029354633
ABCC10,-0.322964492,0.048905396
HMGXB3,-0.322693675,0.000851359
PPP2R5B,-0.322685921,0.00117443
FAIM2,-0.322682506,0.015189935
IBA57,-0.322045826,0.04306949
OTUB1,-0.321398119,0.004600285
IFT172,-0.321257922,0.003848054
SNAPC4,-0.321102324,0.021752641
SGSM1,-0.321026191,0.033529672
KIAA1841,-0.32083478,0.001904803
ZNF500,-0.320801439,0.002724992
LRSAM1,-0.320552501,0.00275947
ZNF543,-0.320466372,0.036808955
ARMCX4,-0.320448644,0.001742774
EXOC3,-0.320211165,0.000371175
MLXIP,-0.318509321,0.026942805
EPHB2,-0.318457604,0.032810418
SPG7,-0.317579565,0.000456404
ARHGDIA,-0.31730477,0.004575249
CABLES2,-0.317114294,0.004929913
PDCD11,-0.31694909,0.000761094
VPS33B,-0.316325096,0.000439799
BORCS5,-0.316218884,0.005978081
DCAKD,-0.315906524,0.007879261
ARL8A,-0.315253672,0.008297415
INSYN1,-0.314626623,0.034338753
CTTN,-0.31455566,0.004997922
DENND6B,-0.314512777,0.033670844
MPI,-0.314369163,5.03E-05
PARVB,-0.314290377,0.015797322
DPYSL2,-0.314083442,0.004270336
KCTD13,-0.3138254,0.006293731
FAM160B2,-0.313793911,0.010895139
CXorf56,-0.313657064,0.000352429
ZNF276,-0.313490031,0.049056647
XPO6,-0.313478472,0.009947581
RNF157,-0.313207433,0.036659922
SLC35A2,-0.312473587,1.39E-05
SLC35B2,-0.311874447,0.036523737
ZFP2,-0.311845091,0.007291671
CRY2,-0.311719601,0.008101333
USP4,-0.311000313,0.002012103
ADGRL1,-0.31076579,0.036418732
ADAT2,-0.310510094,0.009887596
SLC7A8,-0.310192869,0.035111117
GTPBP1,-0.310121079,0.00788209
SLC4A8,-0.310052362,0.026056874
CSAD,-0.309403304,0.020227703
ZBTB45,-0.309292692,0.016625521
PINK1,-0.308948145,0.033087317
VSTM2B,-0.308411962,0.030250992
NUCB1,-0.307872567,0.002939605
ZNF142,-0.30764777,0.030204494
FAM98C,-0.307166677,0.000422219
CYB561D1,-0.306199552,0.012127261
TMEM63B,-0.305805241,0.005566529
RECQL5,-0.305434765,0.015386448
C3orf18,-0.304926341,0.012577333
NOVA2,-0.304781556,0.028322952
ZNF764,-0.304488442,0.01104553
EML6,-0.304226441,0.029553247
COG1,-0.304174181,0.017908577
APBB1,-0.30389683,0.017144672
NIPA1,-0.303518917,0.028239679
NPHP4,-0.302696412,0.003718963
HIVEP3,-0.302215715,0.048110938
PPARD,-0.302199124,0.008625166
GBF1,-0.301821309,0.010361203
ATP2A2,-0.301746752,0.031356634
RNF121,-0.301615689,0.005744469
DNAJC11,-0.301478305,0.045419241
GABBR1,-0.301451779,0.016220283
DNAL4,-0.301296236,0.009868828
APP,-0.301263159,0.021633906
TRIM3,-0.301137703,0.020250167
SLC25A16,-0.301031548,0.005321474
ZNF418,-0.300784943,0.016480903
ABCA3,-0.300630267,0.027222766
VAPB,-0.300355911,0.003228467
AMBRA1,-0.300016688,0.002818448
ABCC1,-0.299945533,0.000686106
MEAK7,-0.299645111,0.000133077
EXOG,-0.299523105,0.005603259
RAB40B,-0.2990983,0.021281637
PPP1R12C,-0.298786642,0.012323074
AARSD1,-0.298592993,0.008465862
CELSR2,-0.298527993,0.023736227
STOML1,-0.298511421,0.04266526
FLVCR1,-0.297882155,0.029069875
KLHDC4,-0.297807742,0.009851053
DDHD2,-0.297637901,0.036865146
EMD,-0.296616277,0.001182846
RBFA,-0.296567765,0.009018459
ZKSCAN1,-0.29646295,0.033257241
NOL4L,-0.296149031,0.038816196
SPHK2,-0.295682285,0.040020244
ABCB9,-0.295411371,0.012178794
KCNJ9,-0.29500737,0.032006177
ALAD,-0.294943709,0.022600775
NCAPH2,-0.294783872,0.00346748
HTT,-0.294666661,0.016921478
CHID1,-0.294648208,0.00107839
MARK2,-0.294035302,0.005972397
ABCF3,-0.293824937,0.000885847
B4GALT7,-0.292916205,0.003108302
TLCD3A,-0.292493559,0.008136713
ST3GAL3,-0.291677573,0.012577333
PPP2R1A,-0.291456145,0.005533045
DOCK3,-0.291065571,0.025562827
CEP250,-0.29072778,0.019653585
BCL2L2,-0.290713177,0.002337002
UBE2O,-0.290244959,0.018768278
EPB41L3,-0.290107232,0.020056936
MGAT3,-0.289750844,0.014068708
ATP6V0A1,-0.28910134,0.01558369
ARPIN,-0.28885528,0.010185724
FRMPD1,-0.288584044,0.039279873
DPYSL4,-0.288474798,0.036574832
YIF1A,-0.287809041,0.0269411
RTL8C,-0.287779338,0.011296156
TLN2,-0.287511159,0.037057756
YEATS2,-0.286863268,0.004187644
GPAA1,-0.286514753,0.010127193
DOLK,-0.286006179,0.00354312
MRI1,-0.285922552,0.012854491
MORN1,-0.285840257,0.039285217
HLCS,-0.285543041,0.033938671
CBX6,-0.285458244,0.029193205
FARSA,-0.285429322,0.019463991
COQ8B,-0.285334404,0.046627883
PGAP3,-0.285172873,0.011917406
CLUH,-0.285094011,0.010800994
DIS3L2,-0.284441578,0.009980051
TCTA,-0.284235283,0.007727651
TUBB4B,-0.284152049,0.028647217
EHMT2,-0.284051165,0.007447317
RAB11FIP3,-0.283919481,0.008025707
NRL,-0.283886393,0.04190368
UBAP2,-0.283650032,0.026823606
ACTG1,-0.2836424,0.003160248
EPM2A,-0.283270488,0.018995229
TAF15,-0.283240488,0.002402321
LMLN,-0.283140717,0.008825514
TECPR2,-0.283138263,0.032454336
GRAMD4,-0.283091101,0.0129928
PIGQ,-0.28288527,0.018207542
C2CD2L,-0.282849236,0.014009858
IVD,-0.282824046,0.001212382
PPIL2,-0.282760251,0.003023766
WBP1,-0.282212014,0.020706382
GON4L,-0.282118516,0.013394222
CD276,-0.281725991,0.012322739
RGP1,-0.280903581,0.040593763
MTCH1,-0.280716051,0.004120695
WWP2,-0.280597704,0.00114874
CIAPIN1,-0.280587744,0.011616593
LIN37,-0.280401569,0.046440685
ZNF786,-0.280214646,0.033938671
CLN6,-0.279798144,0.02086459
FAM168A,-0.27977972,0.001377925
SARM1,-0.279774657,0.028590519
RPTOR,-0.27962659,0.02344377
FAM174B,-0.279398889,0.026369027
MAPK8IP1,-0.279063689,0.028454618
RAB11B,-0.278906879,0.047907971
AGPAT1,-0.278890284,0.000927159
NEMP2,-0.278545106,0.028519944
WBP2,-0.278530897,0.00358653
SIN3B,-0.278353499,0.013216147
FAHD2B,-0.278351747,0.016049636
COX10,-0.278196391,0.010148117
SCAP,-0.278180304,0.007667776
PPP2R2B,-0.277989502,0.022826184
ZNF789,-0.277230879,0.031021749
VARS1,-0.276927847,0.017599396
BCAS3,-0.276761365,0.005212969
WDR91,-0.276724307,0.008370006
TBC1D9B,-0.276531638,0.009167104
ATP6AP1,-0.276403693,0.007523813
LRRC4B,-0.27638199,0.022841069
PRMT6,-0.275920056,0.026592063
MPV17L2,-0.275416062,0.017465845
SPECC1,-0.275299213,0.011860263
TYSND1,-0.275247259,0.034544437
VAC14,-0.274178687,0.00090171
NDUFV1,-0.274177344,0.02421084
CD83,-0.273830092,0.048765431
TMEM234,-0.273773855,0.037295916
USP35,-0.273550883,0.007430974
SLC23A2,-0.27343343,0.006653472
SLC35C2,-0.273368882,0.000585653
PRKACA,-0.273173171,0.009624632
DZANK1,-0.272874585,0.001883819
SEC61A2,-0.272703624,0.005434326
CDIPT,-0.272609154,0.001065897
PCCB,-0.272491421,0.026964895
ZNF26,-0.272468811,0.000479218
NALCN,-0.272434693,0.040748602
OSBP2,-0.272137705,0.015132573
GRID1,-0.271849547,0.02763818
ATP9B,-0.2717773,0.016950434
HERC1,-0.271766286,0.01203178
CLCC1,-0.271607144,0.019979807
IDH2,-0.271163724,0.038494682
DDX51,-0.271093622,0.02344377
ELAVL3,-0.270847207,0.04880232
RNMT,-0.270805733,0.034390671
COPG1,-0.270745868,0.003170021
DIABLO,-0.270650852,0.025389823
CHAF1A,-0.269861326,0.043787969
ARFGAP1,-0.268888995,0.033995515
GTPBP2,-0.26878058,0.000566146
RNF26,-0.268698189,0.004163909
AQP11,-0.268365255,0.010258532
ZNF101,-0.268291369,0.002313134
FKRP,-0.268215902,0.004739595
TFCP2,-0.268131845,5.55E-05
SPRING1,-0.267266275,0.022259643
STIM1,-0.266817221,0.022108475
KATNB1,-0.266772105,0.044827102
ASIC1,-0.266296932,0.004960257
ZNF429,-0.266238826,0.038003514
TMEM208,-0.265757271,0.034262935
WDR37,-0.265669235,0.043014648
METTL22,-0.265486854,0.039211281
NPLOC4,-0.264922128,0.003094606
CAPRIN2,-0.264810155,0.02816452
ATP9A,-0.264714631,0.04260495
RITA1,-0.264252746,0.017387584
SLC22A17,-0.264192841,0.027480781
PGP,-0.264106584,0.042891836
DMAC1,-0.264087878,0.004411636
MPV17,-0.263671749,0.002293155
DNAJC5,-0.263167117,0.036464632
KDM8,-0.262998667,0.013561505
SDC3,-0.262360722,0.034790183
POLRMT,-0.262005844,0.049787364
VPS51,-0.261553434,0.017641863
MRPL30,-0.261489064,0.013040668
PPME1,-0.261182341,0.02044034
PACS1,-0.260931206,0.033541278
HDHD2,-0.260653923,0.040647738
IQSEC1,-0.260567317,0.034949878
SKIDA1,-0.260485888,0.002262783
EXOC6B,-0.260365916,0.012357581
APRT,-0.260289835,0.036074342
MRPS16,-0.25922617,0.013649268
ZFP64,-0.25918817,0.010266296
ZMIZ2,-0.259081079,0.043577489
MCOLN1,-0.259043476,0.025878935
KHK,-0.259016803,0.047540388
ULK3,-0.258798207,0.031965929
HABP4,-0.258684385,0.01672392
TNFRSF21,-0.258586649,0.0428273
MED29,-0.258455225,0.004692389
POLR1G,-0.258236401,0.019094135
GALE,-0.258107908,0.044250824
TULP4,-0.258011505,0.030498832
FAM189B,-0.257928006,0.033962698
WDR77,-0.257599554,0.006974238
PYGB,-0.257198618,0.028718364
TMEM222,-0.25694315,0.012342718
VPS11,-0.256935901,0.000454648
EXTL3,-0.256811612,0.011860263
FOXRED2,-0.256481113,0.032935498
PITPNA,-0.256073167,0.047697424
MGAT4B,-0.255974419,0.022959621
AREL1,-0.255897331,0.010142136
POMGNT1,-0.25589562,0.007509313
ENDOV,-0.255876806,0.000465344
VAV2,-0.255210252,0.010266296
EAF1,-0.254948632,0.038783791
LSM14B,-0.254212631,0.002629893
ATR,-0.254080027,0.03380405
PPOX,-0.253254907,0.025152102
RDH13,-0.253230858,0.025871193
TRAP1,-0.252760952,0.03146551
ZNRD2,-0.252612901,0.03306339
MFN2,-0.252558806,0.000661954
DGCR2,-0.25248043,0.000709231
CMTR1,-0.252435355,0.005707242
LRRC14,-0.251799635,0.003770677
NLGN2,-0.251546715,0.012417799
GFUS,-0.251532526,0.021209801
MRPL2,-0.251478438,0.035931649
HGS,-0.251153353,0.042099796
E4F1,-0.250853846,0.047426562
PIGS,-0.250838054,0.006603595
CHFR,-0.250578122,0.008513574
SLC35E4,-0.250514148,0.022989616
SUMF2,-0.250273471,0.009869326
SCPEP1,-0.250206119,0.004025103
EIF4H,-0.24961858,0.000963994
ACAD9,-0.249399994,0.001973087
AP3D1,-0.248901541,0.004586103
MAN1B1,-0.248321371,0.023272226
RHBDD3,-0.248301415,0.030489562
WDR4,-0.247758658,0.018668975
DHX35,-0.247473429,0.001043153
ACAD10,-0.247357989,0.017792868
TANGO2,-0.24657772,0.006261548
AGAP6,-0.24651919,0.02106113
ICA1L,-0.246318554,0.048556051
RXRB,-0.246087027,0.000101153
KIF1B,-0.245994741,0.034857884
PEX10,-0.24563865,0.033934599
FLYWCH2,-0.24548884,0.030004135
LRRC49,-0.244477313,0.043561756
NFATC2IP,-0.24417084,0.024943355
ASB1,-0.244129434,0.007432333
ELMO1,-0.244123832,0.031546314
FECH,-0.244039928,0.044052211
WDR46,-0.243886868,0.044273176
NDUFAF3,-0.243848692,0.039279873
MTMR4,-0.242478043,0.027683692
NUDCD3,-0.242240911,0.030811789
ZFYVE27,-0.24149736,0.00336968
NUP155,-0.241041022,0.023759431
MGAT5,-0.240923584,0.02064092
USP20,-0.240132453,0.009546284
ATXN7L3B,-0.240034331,0.040200242
CHD8,-0.239851272,0.03806346
GPI,-0.239802346,0.039829299
UBOX5,-0.238773922,0.011467258
TMEM250,-0.238716793,0.013014326
DNAJC18,-0.238695801,0.009624632
CANT1,-0.238689992,0.006464343
LETM1,-0.23789757,0.020348735
NAT10,-0.237853483,0.002900589
DDB1,-0.237588105,0.014564792
CINP,-0.237113994,0.006390122
SNAPC2,-0.236305398,0.022600775
ANKRD39,-0.235820822,0.019466137
RBSN,-0.235581794,0.009240451
SERAC1,-0.23549643,0.025195046
SLC66A2,-0.235475351,0.026525894
EXOC8,-0.234661988,0.036869141
NAA40,-0.234144662,0.025665028
FAM214B,-0.234115717,0.012055189
RETREG2,-0.233459595,0.046440685
TBCD,-0.233095495,0.024163645
SPCS1,-0.23178443,0.010677324
TAOK2,-0.231560621,0.021344612
DUS2,-0.231075053,0.023644024
SCFD2,-0.230448366,0.014625984
TRIM26,-0.23013683,0.047907193
COX15,-0.229737733,0.004024822
ZKSCAN2,-0.229723248,0.018161369
NSDHL,-0.229427219,0.036213561
MED14,-0.229141276,0.042809313
DEF8,-0.22900183,0.022637806
P4HTM,-0.228435339,0.01416816
GPR107,-0.227825882,0.007215016
MLH1,-0.227448557,0.010187764
INPP5E,-0.227401585,0.034217704
TSR1,-0.22733831,0.020560808
LMBR1L,-0.227236679,0.048939273
IGHMBP2,-0.226548309,0.043728686
TANGO6,-0.225928632,0.046169446
C6orf136,-0.225208729,0.037639776
MTHFSD,-0.224637584,0.021546216
BAK1,-0.224273725,0.02166252
ANGEL1,-0.223845493,0.034101087
QARS1,-0.22380513,0.031546314
UBE2Z,-0.223670627,0.010519041
OGDH,-0.222610128,0.021509078
PARN,-0.222263349,0.00348603
SMYD5,-0.221535376,0.007509313
NMNAT3,-0.22126372,0.022414504
MEN1,-0.220508518,0.022414504
DDX41,-0.219974475,0.009638635
TRIM35,-0.219393661,0.036970881
GALT,-0.219339856,0.023460034
NIT1,-0.21919876,0.002276775
C20orf194,-0.218500025,0.010886609
FXN,-0.217898863,0.044620844
GATD1,-0.217859887,0.003718963
TBC1D25,-0.217808462,0.030002176
GSK3A,-0.217535456,0.041930899
ATG16L1,-0.217440823,0.039829299
ABHD12,-0.217243205,0.019985615
XRCC1,-0.216273111,0.029555266
TOMM40,-0.216144585,0.04658051
SLC20A1,-0.21583872,0.024839479
LETMD1,-0.215798103,0.002857351
TRAPPC12,-0.215746699,0.017255774
THOC5,-0.215242224,0.033257241
SIGMAR1,-0.215094337,0.012614462
GRK6,-0.214198939,0.02592832
TOM1,-0.214071904,0.04195797
ZCCHC17,-0.213573847,0.048823601
PSAP,-0.213441328,0.046836442
URM1,-0.213054799,0.046039967
HPS1,-0.212508857,0.010292612
UBFD1,-0.211936707,0.047093642
ADNP2,-0.211416188,0.022349586
PIGG,-0.211395177,0.048566331
SNX17,-0.211155575,0.010789971
GALNS,-0.210969706,0.030328633
USB1,-0.210710002,0.048822977
LARP1,-0.20994336,0.021534505
PPRC1,-0.209933809,0.040460666
SLC35C1,-0.209805102,0.041986992
PSMD3,-0.209539841,0.020639151
STPG1,-0.208614179,0.030687903
TMED4,-0.208491235,0.021785995
COQ6,-0.20841752,0.008580178
FN3KRP,-0.207439541,0.0303623
NOP9,-0.206450226,0.020056936
MRPS25,-0.206278383,0.00586285
KLHL22,-0.205983148,0.035031685
L3MBTL2,-0.205453814,0.026369027
PWWP3A,-0.205147202,0.032763418
KIAA0319L,-0.204037076,0.005115835
RNF44,-0.203543091,0.025972094
CLPTM1,-0.202873055,0.039936597
DHX57,-0.202841609,0.024134686
PRMT1,-0.202421926,0.043705746
ZNF222,-0.20160162,0.047431332
LRRC41,-0.201385143,0.005192571
IMMT,-0.201339753,0.033068336
RABL2A,-0.20091333,0.013621663
ACTR1A,-0.20078549,0.005145111
EMC1,-0.200300268,0.020744934
RMND5B,-0.197524883,0.007145222
ZNF470,-0.197291099,0.01268379
METTL8,-0.195653142,0.035705425
GATAD2B,-0.195106483,0.027119088
CCDC51,-0.194628443,0.016313726
STK25,-0.194335347,0.014063831
VPS39,-0.193868315,0.014317938
AP1M1,-0.193550274,0.043185597
PSMB2,-0.193494661,0.011249656
DESI1,-0.192942569,0.001053118
MPP1,-0.192679934,0.049652687
GNAO1,-0.189992128,0.049437477
TMUB2,-0.189384637,0.000397345
ALG1,-0.188889864,0.04663966
RAD51D,-0.188493902,0.001682809
GDI1,-0.18789297,0.042242991
PPP5C,-0.185353902,0.04863484
ELAC2,-0.185125632,0.017903016
FICD,-0.183642072,0.027325467
RMDN3,-0.183151841,0.003083755
GTF2H5,-0.182911668,0.037398601
AGBL5,-0.182824901,0.02136183
ANAPC7,-0.181078261,0.003932422
AGPAT3,-0.178728353,0.015881355
TARS2,-0.178580887,0.021812964
CSNK1D,-0.177833498,0.013139178
PSMC4,-0.172233828,0.034713552
RIC8A,-0.168933999,0.018976753
SNX12,-0.162143056,0.024176631
ZFYVE1,-0.1614575,0.028592058
NSUN4,-0.158978265,0.049663957
DDX42,-0.157854703,0.047946473
SDHC,-0.148832713,0.047481226
ADD1,-0.146836771,0.043911897
VPS35L,-0.146229242,0.048447633
RNF10,-0.129949928,0.028677027
UQCC1,-0.128198422,0.041398325
LARP4B,-0.123616817,0.038661458
OAZ2,-0.116007487,0.036121829
CSTF3,0.121829373,0.036245188
WRNIP1,0.135352498,0.022094323
GPN2,0.135488309,0.033458235
ASB7,0.151758395,0.037057756
TMEM192,0.151889814,0.025603115
NOL10,0.151895989,0.02344377
CIR1,0.152357448,0.03713677
MLX,0.152724942,0.010486795
CRK,0.153975009,0.037712916
MKRN2,0.154564505,0.025750008
SETD3,0.155061394,0.008177409
KARS1,0.15616681,0.02826493
ST13,0.156201393,0.046392289
GID4,0.157219695,0.026442806
BRAP,0.158923307,0.001001923
UBAP1,0.160557572,0.003666071
ZADH2,0.161919414,0.038398751
SRSF7,0.163397847,0.045065906
PSMD6,0.164804209,0.015925634
ZNF263,0.166110372,0.012607716
DEDD,0.167110517,0.010120803
WDR48,0.168172483,0.005179568
ACAT1,0.168207531,0.045540043
ALKBH1,0.168281594,0.032072328
PUM2,0.16865621,0.043369138
PCBP1,0.169920562,0.028230675
NSMCE3,0.170815632,0.040026646
RMC1,0.171169976,0.0427673
NCBP2,0.172341433,0.018193546
BOD1,0.172442637,0.04898669
PPP4R1,0.172756884,0.038668173
NOB1,0.172765342,0.021001615
TSG101,0.172933289,0.025943003
GGPS1,0.173169835,0.032956172
PPHLN1,0.173328345,0.046392289
RBBP7,0.173450051,0.026906178
CNOT11,0.17500412,0.030855353
GTF3C3,0.176396676,0.045217935
N4BP2L1,0.176434401,0.041251558
GPBP1,0.176613277,0.04197509
NOL7,0.178429778,0.046746488
SSR2,0.178505321,0.03191724
SEC24B,0.179334558,0.021752641
C12orf65,0.180049325,0.019275037
SRSF3,0.180251911,0.048703218
CTR9,0.180737378,0.016433809
HNRNPAB,0.181130804,0.039719634
TCP1,0.181294816,0.04977531
MPHOSPH10,0.181473418,0.018842354
SUGT1,0.181716869,0.03151504
ZFP62,0.182835026,0.028479192
ZMYM6,0.18445877,0.043705746
NDUFB4,0.184478494,0.022335101
HDAC2,0.18679912,0.046036604
EXD2,0.18705891,0.006551848
MED17,0.187344138,0.032283601
ZNF106,0.187420743,0.049591548
FYN,0.187734549,0.032676549
SMAD2,0.189209731,0.000643529
UBA2,0.189323339,0.02924637
DNAJC13,0.189473189,0.045252106
ARF6,0.189730068,0.021152115
LRRC57,0.189830047,0.048049322
RPP30,0.19006546,0.023578094
RBM39,0.190073182,0.031968459
DNTTIP2,0.190552056,0.009385752
TXNDC12,0.192145061,0.001807687
TP53RK,0.192410918,0.046601171
TMEM43,0.192678434,0.037155617
SSB,0.19361795,0.035519321
PPP6R3,0.193872067,0.020959885
GEMIN6,0.194351548,0.026712398
ZCCHC9,0.194942667,0.035438776
UFSP2,0.195599187,0.036985594
UPF2,0.196703441,0.014803518
SUCLG1,0.196882055,0.0447857
RBM22,0.197005652,0.025688296
DHRS7,0.197405447,0.020009043
DERL1,0.197464844,0.006703498
ZNF639,0.197696619,0.015175167
C9orf78,0.197848992,3.40E-05
CNEP1R1,0.198835192,0.041567983
HSD17B4,0.198903376,0.043179287
RSAD1,0.199283058,0.046440685
ZCCHC7,0.200031127,0.013776943
BUB3,0.200898753,0.046790885
MANBA,0.201599229,0.044561936
SERBP1,0.20207464,0.016511528
DCAF10,0.202333719,0.014803518
TOR1B,0.20247837,0.02166252
NAP1L1,0.202524073,0.023950681
UGDH,0.203568198,0.023502204
UBE2Q1,0.204879495,0.008409657
URI1,0.205573872,0.039203841
RHOT1,0.205815796,0.042197917
MED26,0.20606076,0.028946817
FBXL5,0.206835611,0.016314567
GDAP2,0.206979881,0.028628734
POGLUT1,0.207830338,0.040414497
MRPL50,0.207929974,0.019141417
DNAJC21,0.208036088,0.009483017
THUMPD1,0.208379,0.010143111
THG1L,0.208601589,0.046400161
ZMYND11,0.208840658,0.003689291
NCOA1,0.209353359,0.018105278
TMEM167B,0.209409884,0.016488065
EED,0.209568238,0.029751282
WTAP,0.210076115,0.00840415
NSMCE2,0.210156486,0.047661948
CPSF2,0.210327458,0.023364938
UBE2J1,0.210462381,0.005212969
SLC46A3,0.211048692,0.030714622
PIGV,0.211156643,0.018335304
ADAL,0.211661338,0.016535512
FUNDC2,0.211687354,0.011698493
DTWD1,0.211717665,0.033260098
KRIT1,0.21200276,0.04337758
TAFA5,0.212070108,0.048939273
RAB4A,0.212308556,0.019112409
MPLKIP,0.212533694,0.030104325
SGCE,0.213659674,0.03558798
SOS1,0.213873857,0.044947377
UFC1,0.214491738,0.020053127
ATG12,0.214684329,0.017170916
PDCD4,0.214831523,0.033763437
GOLM2,0.214896001,0.010661218
HEXB,0.215459179,0.044243274
ENTPD1,0.216004727,0.018667735
CNOT4,0.216020971,0.000683662
RNF24,0.21631683,0.032378849
PPM1K,0.216431342,0.040799925
CEBPZ,0.216479311,0.008094164
XRN2,0.216635963,0.009296193
TANK,0.217096757,0.030251297
C2orf42,0.217344477,0.010978826
MRPS5,0.217349837,0.041211518
STRADB,0.217610401,0.013630425
TARDBP,0.218052378,0.009980051
MARCHF5,0.218082156,0.0215178
SETDB2,0.218878504,0.000742684
PIGH,0.219204921,0.025700461
ETFA,0.219893701,0.037224968
TOP1,0.22053565,0.00871591
TRIM52,0.220604039,0.04212313
ZNF354A,0.22087507,0.012881784
CTCF,0.221118978,0.005903044
PRDX1,0.221125117,0.030643415
DHX15,0.221470026,0.032051249
NUB1,0.221787572,1.08E-05
SPG21,0.222071661,0.008784108
KRBOX4,0.222103038,0.010089752
MGAT1,0.22247544,0.039880661
PCCA,0.223101471,0.000963994
LLPH,0.223130197,0.014388157
FAM114A2,0.224273306,0.003466617
GPBP1L1,0.224347416,0.009047054
NIM1K,0.224383931,0.039004049
LSM14A,0.224629864,0.025676654
TMEM11,0.225414359,0.04237342
MSANTD4,0.225609109,0.008122654
ZUP1,0.225881902,0.013520747
CNBP,0.226227605,0.001275598
SREK1IP1,0.227539908,0.044364544
UNC119B,0.227716208,0.011140477
PSMG2,0.228489672,0.011607066
LSM1,0.228511521,0.01484017
ALG2,0.228789539,0.00634415
RSRC2,0.228895372,0.000268913
IRS2,0.229536498,0.014135355
MRPS15,0.229646731,0.035949057
ABI1,0.230231918,0.039285217
RHOA,0.230802585,0.024791935
REXO4,0.230961839,0.035705425
CBR4,0.231388104,0.029047365
RAB8B,0.231574734,0.023986796
ZHX3,0.232550717,0.032993787
RTRAF,0.232559265,0.012548912
DERL2,0.232655999,0.021917712
TBCK,0.232726657,0.031981696
RPL22,0.233015885,0.020652113
SDF2,0.233569567,0.019146545
GOLPH3,0.233970833,0.002241878
ZNF131,0.234136432,0.01170096
PPP3CC,0.234172843,0.004171218
RDH14,0.234243709,0.043419248
NACA,0.234610772,0.022349586
IGF1R,0.234773481,0.030330519
MTO1,0.235122402,0.000895551
POLR2H,0.235325201,0.038398751
CNOT2,0.235372645,0.016678121
H1-0,0.235382581,0.02629409
TARS1,0.23581446,0.013447013
PDCL,0.236034386,0.043185597
GTF2B,0.236643043,0.005617418
IPO8,0.237275538,0.000223156
TMCO1,0.238032114,0.009139135
IDE,0.238186682,0.00244355
PLEKHA8,0.238194796,0.021879226
TRMT112,0.238254155,0.044510037
POLR3GL,0.238702883,0.016653726
PRPF38A,0.240112147,0.022989616
DIS3,0.240145618,0.020907898
THADA,0.240158461,0.034521223
OGT,0.240215366,0.040631686
TIMM21,0.240526303,0.00665905
ACADM,0.241232429,0.035011651
WDR53,0.241588474,0.008049433
UBE2D3,0.241887234,0.010677224
TAF12,0.242470202,0.005641193
RNF149,0.24323425,0.005844048
HNRNPC,0.243606443,0.001766564
TAF5,0.243900853,0.008950451
GALNT1,0.243953304,0.013561505
UIMC1,0.244257162,0.019570274
HSF2,0.24440494,0.010503166
ZFP82,0.244835335,0.009114071
KCTD9,0.244968273,0.04266526
PAIP1,0.244988242,0.00264441
HDGF,0.245162357,0.002276857
TMEM14C,0.245375799,0.01669583
AKAP7,0.245666804,0.036628074
FYTTD1,0.245935085,0.036852641
EIF2S2,0.246353503,0.04482958
LRRC37B,0.246395751,0.025700461
PTPN2,0.24653978,0.039809875
SEPHS1,0.246542136,0.001173974
DHX32,0.246739197,0.002660035
JMY,0.246849037,0.030577977
AASDH,0.247647827,0.012369444
CMBL,0.248135439,0.037046696
ASF1A,0.248313484,0.027115173
ACOT13,0.248572114,0.000396925
NBDY,0.248734116,0.043506572
RAD21,0.24909981,0.010682839
GORAB,0.249163471,0.01105596
SMIM15,0.249167334,0.020057238
ELMOD2,0.249301858,0.049604131
MPZL1,0.249394276,0.032963882
NUCB2,0.249485313,0.026290722
WASHC2A,0.249781904,6.21E-05
LTV1,0.250001165,0.018308907
POGK,0.25017725,0.047686204
HSD17B11,0.25070299,0.019484977
TCF4,0.250748565,0.012364525
BCL10,0.251182607,0.024519397
GTF3A,0.25151541,0.042889242
TASOR2,0.251740187,0.044085108
CEP76,0.251958852,0.038745402
FAM200B,0.252132247,0.005877381
THOC2,0.252165745,0.008214629
SH3BGRL,0.252788895,0.047946473
PPM1B,0.252818887,0.03922962
LMAN2L,0.253019399,0.042322319
EEF1AKMT1,0.25344413,0.019351758
RPS23,0.253996552,0.016359045
MCMBP,0.254744478,0.020485963
