gene,lfc,q
STX3,-0.201262268,0.018252427
NGLY1,-0.200984001,0.018887697
ZNF329,-0.200872542,0.018075459
GTPBP4,-0.200548907,0.001888473
MGAT5,-0.200423444,0.019807428
TRAPPC9,-0.200414544,0.04037959
ZC4H2,-0.200306187,0.003985159
ZNF407,-0.200300812,0.01785709
SNAP47,-0.20020293,0.031214537
MTMR12,-0.200155207,0.019786514
METTL15,-0.200094609,0.040585742
EFHC1,-0.200080295,0.036569205
PRDM4,-0.200048999,0.008031668
TM9SF3,-0.199809861,0.01638248
OGFOD1,-0.199746627,0.000548764
VPS13D,-0.199562677,0.023734271
ANKRD39,-0.199297716,0.023755072
TTLL1,-0.198890708,0.003328441
DHX29,-0.198738462,0.013401145
INTS14,-0.198488858,0.014625174
ZNF17,-0.198367632,0.004746713
ABHD10,-0.198132866,0.021402895
MRPL37,-0.19778424,0.024656138
MYNN,-0.197784197,0.047212663
CPD,-0.197611314,0.036043047
SLC11A2,-0.197431822,0.04007004
ZMYM5,-0.197196535,0.032662067
DYRK1A,-0.197186675,0.00044725
ZNF57,-0.196639377,0.049478835
TANGO6,-0.196493342,0.044180662
TBK1,-0.195763656,0.011910815
RHNO1,-0.19563801,0.00792403
ACTR3,-0.195633988,0.007372822
MMACHC,-0.195465209,0.03615011
AK9,-0.195346573,0.037661761
MTOR,-0.195236868,0.026799822
ZDHHC4,-0.194856185,0.009620362
SAMD8,-0.194716185,0.00456854
ZNF75A,-0.194678636,0.014881416
ATP2C1,-0.194639007,0.017560523
ZFP64,-0.194622449,0.021565351
DMTF1,-0.194334679,0.026739171
KPNA3,-0.194158103,0.006999144
ZNF717,-0.194086992,0.015433921
BPNT1,-0.193828698,0.010235048
LONRF1,-0.193790948,0.042544091
COG3,-0.193761035,0.015372961
GART,-0.193446592,0.001888752
FAM104A,-0.193283304,0.001806448
ARCN1,-0.193215536,0.00249752
MORF4L1,-0.193094439,0.016491533
HAUS2,-0.193002782,0.013505386
COMMD2,-0.19297655,0.027925412
CFAP20,-0.192830682,0.011024795
GLRX3,-0.192562254,0.01039694
STX7,-0.192472698,0.0071414
UTP14C,-0.1924569,0.020260937
LINS1,-0.192327328,0.007861204
MTHFD1,-0.191897924,0.015147026
ERAP1,-0.191805301,0.04037959
LGALS8,-0.191714805,0.012641298
PTPN11,-0.191128103,0.028751651
PTPRA,-0.190958282,0.000350257
USP6NL,-0.190880056,0.017564354
INIP,-0.190865503,0.007385992
UBE2G1,-0.190471864,0.006560181
UQCC1,-0.190456446,0.00061539
CYLD,-0.190293745,0.007891517
MIEF1,-0.190263836,0.015239153
TMEM8B,-0.189997422,0.037194973
PPIH,-0.189929357,0.015617883
PPHLN1,-0.189909782,0.015451852
EIF4G2,-0.189897619,0.00927923
ZSCAN25,-0.189883234,0.039617117
RPUSD4,-0.189868045,0.009171055
XRCC6,-0.189738991,0.013078899
ZSCAN12,-0.189243264,0.045890779
EPG5,-0.188863762,0.011069604
EAPP,-0.188694665,0.014851464
OGT,-0.18861918,0.049038527
BLZF1,-0.188439803,0.009070418
FAM98A,-0.188153688,0.015148928
POLE3,-0.188002972,0.007754372
TRMT5,-0.187910591,0.002656964
TSEN2,-0.187794375,0.001376361
RALGPS1,-0.187517511,0.048792581
UNC50,-0.187462167,0.046575066
CINP,-0.18710971,0.007802415
LYSMD4,-0.186751873,0.020048735
MICU1,-0.186632148,0.007815581
SUMF2,-0.186190125,0.029571998
MED6,-0.186081279,0.009494445
SLC35E1,-0.185983165,0.047731943
ZNF585A,-0.185869694,0.034418111
SRRD,-0.185777083,0.008490394
PEBP1,-0.185648939,0.005743483
GPATCH11,-0.185322233,0.029326651
DIMT1,-0.185317009,0.042689104
BAG5,-0.185177412,0.001753852
DBT,-0.185151366,0.010093867
R3HDM2,-0.184416363,0.005836528
DNAJC13,-0.184264268,0.00615972
SLC25A17,-0.183881103,0.029787785
RPRD1B,-0.183756948,0.016168009
VHL,-0.183680942,0.030293955
EEF1AKNMT,-0.183578744,0.036753607
CLINT1,-0.183530399,0.021522528
STPG1,-0.182855917,0.020634413
HMGXB3,-0.18283852,0.040784916
ALKBH3,-0.182641939,0.033879197
ASB8,-0.182547238,0.002361852
NSD3,-0.182453764,0.028642996
XRCC5,-0.182314845,0.006756574
EPC2,-0.182284588,0.034674243
LCMT2,-0.18217476,0.048645427
METTL6,-0.182099429,0.005875323
ZNF610,-0.181801515,0.048824695
FAHD2B,-0.18146724,0.043783607
CCDC115,-0.18079529,0.00981442
CEP20,-0.180400853,0.036849366
ZNF197,-0.180002647,0.006081499
RAB22A,-0.179966658,0.002096709
ZNF461,-0.179893387,0.009235352
MTPAP,-0.179734074,0.00260235
ANKRD17,-0.179696267,0.011380085
TMEM167A,-0.179552879,0.044844349
SUDS3,-0.17934921,0.003328453
CDC5L,-0.179226305,0.000722572
SNRPD1,-0.179203298,0.029393621
QTRT2,-0.179026993,0.041662586
IARS2,-0.17884446,0.018191265
DDX19A,-0.178343486,0.004044292
MAP1LC3B,-0.178237648,0.007957735
ARV1,-0.178193878,0.011375784
ACTR1B,-0.178094369,0.043670871
XPO7,-0.177935637,0.001003914
GDI2,-0.177799383,0.020275809
KIN,-0.177504304,0.040903117
UXS1,-0.177311824,0.018634922
PSMD5,-0.177119494,0.010418529
EXOSC9,-0.176836809,0.014533755
VPS25,-0.176830531,0.009751656
EIF2AK4,-0.176592599,0.005524467
USP10,-0.1763571,0.002207806
MIA3,-0.175898354,0.022765735
KIAA0586,-0.175758361,0.041643332
PDCD6,-0.175695997,0.00095829
FAM172A,-0.175321472,0.031547128
ZNF776,-0.175308912,0.021871575
TBP,-0.175307373,0.013266958
PCDHB14,-0.174890046,0.039350198
TBCC,-0.174850899,0.033357879
ZKSCAN2,-0.174609638,0.028535504
COP1,-0.174499833,0.033537486
NUP88,-0.174016981,0.005407243
CCDC66,-0.173066538,0.028216609
RIOX2,-0.172941418,0.024674604
KLHL9,-0.17257622,0.042529114
PARN,-0.172512864,0.022003801
LARP4B,-0.171884355,0.000436687
MRM2,-0.171883483,0.008949419
SLC20A2,-0.171484836,0.042853509
BBS5,-0.170968261,0.031501399
TGFBRAP1,-0.170658662,0.023752857
GNL3,-0.169811957,0.013165263
WDR19,-0.169622249,0.032518657
YEATS2,-0.169593051,0.045873088
FAM122B,-0.1694479,0.032932637
CHCHD3,-0.169383363,0.01543917
NDUFA10,-0.16929635,0.014771825
TRUB2,-0.168768795,0.034978829
POLR1G,-0.168728906,0.045944969
DBNL,-0.168728729,0.039491295
SDHA,-0.168656676,0.038286639
ZNF655,-0.167704325,0.035613424
ERCC6,-0.166619235,0.045847193
RABEPK,-0.166334501,0.023288034
COPB2,-0.166197374,0.014602699
DCTN4,-0.165998627,0.00039745
PDE12,-0.165910369,0.017082364
ZC3H8,-0.165858649,0.045441973
ARL16,-0.165576716,0.027964615
PITRM1,-0.165401588,0.013123649
PTPRE,-0.165385678,0.017486617
OSBP,-0.165173664,0.00610657
ZNF14,-0.165135872,0.049775013
GAPVD1,-0.165030602,0.006322108
SSR3,-0.164993661,0.028428857
KPNA4,-0.164753011,0.034288
CPSF3,-0.164626377,0.011418023
CEP63,-0.163923168,0.010551533
EIF4E2,-0.16377198,0.015492699
EXOSC3,-0.16371905,0.022622097
PFDN1,-0.163474505,0.018639507
RAD51D,-0.162957861,0.001808228
MFN2,-0.162912928,0.016030839
TMX2,-0.162271446,0.01721876
CLPX,-0.162185594,0.010411134
AKIRIN1,-0.161706956,0.039391428
CDC42BPA,-0.161669827,0.020815952
SDHB,-0.161641931,0.009358696
LINC00665,-0.160880404,0.008249508
TCTN3,-0.16036915,0.023717525
SNX24,-0.160301601,0.043902276
TMEM230,-0.160196153,0.038754579
ARF4,-0.159972413,0.042869777
KCTD20,-0.15930626,0.028868321
SNX12,-0.159085194,0.0073612
SDCCAG8,-0.158895354,0.041315141
C15orf40,-0.158582187,0.039391428
COQ6,-0.158380875,0.014220246
DDI2,-0.158378023,0.019525346
THUMPD1,-0.158225025,0.029967649
USP22,-0.158091713,0.025373018
NFX1,-0.157980411,0.02878145
WDR75,-0.156650484,4.45E-02
SPTY2D1,-0.156316668,0.045964945
USP8,-0.155618536,0.014650993
ZNF41,-0.155240544,0.042131831
IAH1,-0.154885359,0.010536491
ELP3,-0.154774588,0.016146306
USP7,-0.154607191,0.010869765
YTHDF2,-0.154551817,0.035993522
DSTYK,-0.154208264,0.047717843
COIL,-0.154189793,0.046320324
FAM168A,-0.1541198,0.031440782
CRNKL1,-0.154072546,0.029771559
CUL1,-0.153979024,0.022865884
RPAIN,-0.153629011,0.014872878
PUM2,-0.153529387,0.013852413
TMEM131,-0.152408619,0.013055118
FBXL5,-0.152043666,0.032992945
QRICH1,-0.151561834,0.005903949
GPN1,-0.15152849,0.028621645
NSD2,-0.15108766,0.032842447
ATXN7,-0.150465549,0.049178104
C20orf194,-0.149985474,0.027409322
MRPL42,-0.149815462,0.009420439
EXOC4,-0.149791444,0.017902528
ZNF512,-0.149687784,0.008328377
TTBK2,-0.14875339,0.042793655
RANBP1,-0.148710463,0.029998079
MRPS11,-0.148665126,0.031158956
TMEM184C,-0.148642324,0.030974596
SUPT7L,-0.147813386,9.10E-05
HSPA9,-0.147578402,0.029887699
TMED2,-0.147180298,0.005633256
ANKH,-0.146916529,0.045734779
ELP2,-0.146658753,0.004010259
ERVK3-1,-0.146530862,0.027464091
PALB2,-0.146380068,0.025218121
DRG1,-0.146299896,0.01855565
ZMYND11,-0.146174081,0.022796811
MRPL50,-0.146087866,0.045668318
ALG1,-0.145832237,0.040050024
UBA2,-0.143619931,0.048914899
NBAS,-0.143231712,0.038609477
STX6,-0.143005946,0.032042109
ARL10,-0.141619972,0.045363911
GOSR2,-0.141414885,0.010821173
DAP3,-0.14071928,0.005715595
OXA1L,-0.140062293,0.037675674
RRAGA,-0.139639816,0.022003801
GMPR2,-0.139326361,0.0198478
RFC2,-0.13928755,0.049594996
PUM1,-0.138596608,0.032795516
DHRS7B,-0.138353985,0.04716591
MKRN1,-0.138171143,0.01363181
STX18,-0.137191123,0.048894863
GLYR1,-0.136870085,0.015393089
MRFAP1L1,-0.136537808,0.009624027
FAF1,-0.135630966,0.008750605
NSMAF,-0.135545896,0.009442332
CDC23,-0.134142773,0.016329707
ANAPC7,-0.133943354,0.005706884
KPNB1,-0.13313563,0.01933293
AP1G1,-0.132743401,0.027414403
GOSR1,-0.132441407,0.035604635
PTCD3,-0.131282395,0.008052672
ADSL,-0.131125619,0.031874758
MRPL39,-0.131122397,0.047892181
RFC5,-0.129372942,0.044844349
RBBP4,-0.129068288,0.005970698
STIM2,-0.128074032,0.018496199
ENDOV,-0.127784411,0.025122644
DYM,-0.127312936,0.039603934
LARS1,-0.127157735,0.001160601
SENP2,-0.126788799,0.012751979
TRIP12,-0.126572172,0.035701926
XIAP,-0.125885618,0.043057627
EMC4,-0.12489292,0.036534941
NKAPD1,-0.124601059,0.01086715
FIP1L1,-0.12433081,0.002590791
EIF2AK1,-0.123810055,0.023796116
TAF11,-0.123556993,0.035217728
FAM122A,-0.123538425,0.041583232
SEC31A,-0.122510822,0.04486651
VPS45,-0.122115155,0.04243648
GORASP2,-0.121365958,0.006569559
PRPF4,-0.117673121,0.024041758
BFAR,-0.116676185,0.017742494
UBR7,-0.108416463,0.043515991
FAM120B,-0.107950425,0.022311152
EXT2,-0.1015694,0.045141937
PSME3IP1,-0.099736244,0.043057627
PDCD7,-0.093624249,0.045120012
SLC25A38,0.10818657,0.043686439
ERCC1,0.121701196,0.034048138
AMMECR1L,0.123300765,0.033715072
ING4,0.124762026,0.047399018
ZNF263,0.126073439,0.01037025
USP39,0.126400514,0.00736561
AKAP8,0.126956118,0.043716724
TIMM29,0.128915052,0.015083073
ANKRD27,0.129102957,0.017935839
SNAPIN,0.13054392,0.035968041
PPM1G,0.131611055,0.028387505
GPN2,0.132069851,0.006614144
WDR33,0.134652146,0.038983523
UBE2G2,0.134904055,0.028732756
SSR2,0.13547433,0.024094109
NAP1L4,0.136721148,0.01728769
C9orf78,0.137782646,0.010224486
CTNNBL1,0.138826868,0.024537337
SNX11,0.139038116,0.029224248
YY1,0.13989133,0.008027251
SENP3,0.142014454,0.041039464
CNOT11,0.142105516,0.032842447
GMEB2,0.143276872,0.03453251
VPS4A,0.144230721,0.024447974
TUFM,0.144489964,0.01916722
DKC1,0.145902906,0.014885547
RAB8A,0.147032216,0.047902363
ASB6,0.148441921,0.034695822
PEA15,0.150602811,0.041680219
TXNDC11,0.150776109,0.016200978
PCID2,0.150937405,0.03094003
ZNF317,0.150961857,0.026276328
PRMT2,0.151189241,0.039013173
INPP5K,0.151443759,0.028772329
N4BP1,0.152011075,0.047717843
TFIP11,0.156010369,0.040641857
OS9,0.156051091,0.018768789
EMC8,0.156102527,0.042242429
TBCD,0.15684235,0.049666893
MTX1,0.157944581,0.036504837
CTBP1,0.158808645,0.007614739
DHPS,0.159983683,0.049253629
UBE2L3,0.160400504,0.018191265
NACA,0.162049725,0.032203246
THAP3,0.163315953,0.036753607
INTS12,0.164887818,0.009923824
SMARCB1,0.165304149,0.031775606
CLPP,0.165562197,0.02074369
ELOA,0.165640392,0.00878825
MRPS34,0.165759387,0.047884739
SSU72,0.166376742,0.018498329
WDR45B,0.167050146,0.011626937
GALNS,0.167501628,0.048382562
PHKG2,0.168582111,0.032452093
ENO1,0.168829265,0.025268585
FLOT1,0.169911834,0.038358365
ZNF74,0.170360944,0.024314423
TMEM11,0.170689777,0.034539434
RUVBL2,0.170767681,0.04972205
VPS72,0.170997196,0.017560523
BUD23,0.171934361,0.043275413
TMBIM6,0.171943388,0.014431212
PNRC2,0.172104677,0.045898106
RPS4Y1,0.17312784,0.045353457
SRA1,0.173494433,0.034412965
FLAD1,0.173661475,0.010618426
BCCIP,0.174015775,0.037890481
RNF7,0.17443719,0.021148906
INTS9,0.174498538,0.026125115
BAHD1,0.174636769,0.007571934
BCAP31,0.175023762,0.032001658
PSMB1,0.175205403,0.032128147
USP47,0.175274954,0.049358886
PRMT1,0.175654699,0.047366872
PSMC5,0.175827572,0.017789231
KXD1,0.1761269,0.019284874
RINL,0.176763909,0.041614771
TAF10,0.176782681,0.038971454
CDK9,0.176892424,0.034936324
AAR2,0.177023116,0.026253111
HDAC4,0.177440533,0.019626906
RPL4,0.177492438,0.029106795
MED24,0.177673926,0.041468706
DEXI,0.177681416,0.032924662
NKIRAS2,0.178061805,0.020111644
RPL5,0.178124077,0.037106389
ZNF143,0.178177636,0.022653109
UNC119B,0.178287044,0.021421277
SAYSD1,0.178434428,0.011260387
DERL2,0.178453691,0.026360026
FAM171A1,0.178839396,0.049253629
C2orf42,0.178841973,0.013620387
MRPL34,0.179080542,0.04913879
CTSA,0.179195625,0.025821488
HINFP,0.179336403,0.014501967
KDELR1,0.180540388,0.008199855
LYPLA2,0.18094401,0.014704768
THRA,0.180973749,0.02464777
ADRM1,0.18162677,0.046414594
MAP2K2,0.181704515,0.02157674
IP6K2,0.181936658,0.033283333
KHSRP,0.1824237,0.003546668
SUPT6H,0.182881064,0.04231147
RPL7,0.183746393,0.047502812
CCDC22,0.183822108,0.032466724
MEN1,0.18386061,0.018816871
GTPBP3,0.184422074,0.045045707
HDGFL2,0.184548293,0.027174684
TMEM115,0.184798751,0.015835006
UBAP1,0.185076059,9.39E-05
GNPTG,0.185200057,0.035752129
MTMR14,0.185336001,0.028114197
PPM1M,0.18542716,0.047660592
ALG3,0.186287194,0.02878145
VASH1-AS1,0.186397183,0.022711902
WHAMM,0.186425047,0.005556607
COX17,0.186613364,0.037174516
TBC1D1,0.186800263,0.049079214
POLR3GL,0.188164692,0.008714009
OSER1-DT,0.188200281,0.020815698
TRIM39,0.188796301,0.023719425
GNAI3,0.189174006,0.018765277
MRPL27,0.189713503,0.041431049
BAZ1B,0.19033257,0.011627991
RBMX2,0.190518092,0.010693068
UQCC2,0.190558203,0.015692624
SCAMP3,0.190567938,0.037388281
STK35,0.191008315,0.048852943
ALKBH5,0.191429414,0.002840836
EIF2B5,0.191615655,0.005361403
NOP10,0.191649366,0.035701926
ING1,0.19176681,0.011686661
SNAPC2,0.191798281,0.015083073
ZNF775,0.192034953,0.045398188
ST7,0.192388314,0.038654019
NOP56,0.192536631,0.027708272
IFT43,0.194119595,0.017168529
TMEM43,0.194136454,0.010440224
ERGIC1,0.194267608,0.019232501
CHMP2A,0.194603766,0.027391071
CHERP,0.194740971,0.005087933
SLC26A11,0.1949496,0.032794889
LPIN1,0.195076309,0.035270832
ECSIT,0.195271291,0.034314103
CTSF,0.195590928,0.013024542
FUT11,0.195679986,0.013146211
POFUT2,0.195915811,0.041840158
CHMP1A,0.196070255,0.00703199
ZNF282,0.196566334,0.038170483
RNPEP,0.196816508,0.005150137
RERE,0.196817021,0.020848638
ZFYVE21,0.196884156,0.022025295
C19orf53,0.196907293,0.04086477
KCTD6,0.196950913,0.036683004
KCTD5,0.19713078,0.043944373
NUP62,0.197170233,0.005374484
FADD,0.197738379,0.027748334
ZDHHC7,0.197759711,0.000316019
TPD52L2,0.197889194,0.008610494
ALKBH7,0.197901607,0.02296949
LRRC42,0.198397403,0.004254951
NAIF1,0.198501205,0.005222714
HNRNPAB,0.19856338,0.006300097
MEX3C,0.198620014,0.028011871
SWT1,0.198720945,0.029589754
C7orf26,0.199304849,0.032283512
PKNOX1,0.199422357,0.036129463
TMED9,0.199793397,0.003873539
TMEM132C,0.199953021,3.90E-02
FBXW5,0.200411809,0.029589754
CDAN1,0.200878296,0.049040857
ATF6B,0.201183865,0.042260785
TMEM205,0.201226001,0.016695412
KMT5A,0.201660237,0.001494838
ZNHIT2,0.201822337,0.02312487
MTF1,0.201884311,0.045219788
RABL6,0.202500179,0.015599226
AKR7A2,0.202589677,0.020009961
LMNB2,0.202768848,0.007028634
MED15,0.203597293,0.036328421
PTRHD1,0.203847906,0.030041131
SUPT20H,0.205075039,0.043354638
PAF1,0.205103773,0.024125799
NPDC1,0.205292475,0.048653788
SLC25A42,0.205542189,0.007644508
B3GAT3,0.206092109,0.025129863
CHD4,0.206702425,0.031292867
WDR5,0.208109749,0.003775536
PRIM2,0.208159931,0.016744584
CCS,0.208218192,0.045112902
SUGP1,0.208355564,0.018816871
CTSD,0.208690897,0.022328381
DVL3,0.208769158,0.004077833
MON1A,0.208782627,0.026454042
NUFIP2,0.209108734,0.047829021
POMT1,0.209133766,0.023400799
THAP8,0.210485064,0.029504841
ALG2,0.210654537,0.003164848
ATF5,0.210833401,0.035942284
MRPS15,0.21105068,0.013177096
CTDP1,0.211079913,0.037499247
CAPN10,0.211151052,0.020020877
RPAP1,0.211253444,0.036486383
DCAF15,0.211606119,0.045177922
PPP4R3A,0.211675303,0.01515433
HS6ST1,0.211867729,0.04720713
THOP1,0.211921435,0.019289433
PRDX1,0.212091132,0.009140214
TMEM109,0.212166646,0.01059804
MFSD5,0.212207059,0.012770414
YKT6,0.21226694,0.000179182
MRPL43,0.212653941,0.004188858
PRADC1,0.212963278,0.031818408
CPTP,0.212965177,0.028849597
LINC01011,0.213266408,0.030613109
PIGV,0.213404528,0.003169135
RAF1,0.213424749,0.010150997
MRPS2,0.213806426,0.003776095
BMPR1A,0.213837738,0.043339669
ANKHD1-EIF4EBP3,0.214085681,0.038951353
ZDHHC8,0.214176336,0.038983523
DGLUCY,0.21428931,0.003328441
RPL7A,0.214339111,0.00784481
DEDD,0.214394643,1.05E-05
ZNF513,0.214530044,0.007140564
UBA52,0.214710739,0.010693843
CCDC124,0.214728071,0.033965194
VPS37C,0.21503214,0.001484082
PHF12,0.215083013,0.033537486
RTL8A,0.215094274,0.023425591
POLD2,0.215214953,0.015928811
WBP1,0.215396617,0.01719641
AKT1,0.215949231,0.004804912
SLC39A13,0.216347544,0.026618644
PHC2,0.216474962,0.022168696
DDRGK1,0.216636161,0.029418724
NBPF20,0.21688677,0.028216609
THADA,0.216910553,0.009041396
TESK1,0.216932637,0.018021148
RPL23,0.216993008,0.022815094
PPT2,0.217043219,0.011203257
LRRC23,0.217403755,0.027543239
KLHL36,0.217443147,0.001745425
CCDC137,0.217549896,0.008438734
HP1BP3,0.217623858,0.013430867
SDR39U1,0.217923681,0.012325979
WRAP73,0.218386607,0.022378588
SQSTM1,0.219185051,0.020373675
DNAJC4,0.219198578,0.029801561
DCAF12,0.219266845,0.001130572
ZNF609,0.219343586,0.040426295
NAT9,0.219658609,0.014989193
SLC52A2,0.219873449,0.047905003
NELFB,0.219967022,0.017877296
PAK2,0.220085476,0.040282182
IRF2BP1,0.221116705,0.014647262
ATG4D,0.221235114,0.015451852
SLC10A3,0.221272756,0.03896112
TRAF7,0.221318826,0.045863002
JTB,0.221319157,0.004098131
TAF6L,0.221340983,0.043912497
PCDH12,0.221676496,0.018894137
APPL2,0.221679428,0.038447647
ZNHIT1,0.221896707,0.036909437
TRMU,0.22211894,0.006391941
KIAA2013,0.222570939,0.023294147
HBP1,0.222698785,0.044429286
CRELD2,0.22272864,0.027177925
ZNF76,0.222747868,0.040377853
PEPD,0.222809038,0.021652131
STK19,0.222949238,0.000689543
ZNF32,0.223306096,0.038973245
CTDNEP1,0.223608142,0.003272812
ZBED1,0.223645657,0.001285576
KDM2A,0.224197011,0.003473968
STX2,0.224367984,0.010484598
SCAF4,0.224436556,0.00337174
CPT1C,0.224598089,0.033436294
EZH1,0.224902747,0.038406343
CDC34,0.225162908,0.010401748
FAM189B,0.225313795,0.034566097
MSRB1,0.225461121,0.030373664
SMAD4,0.225480466,0.017171483
NARF,0.225594982,5.45E-03
FAM3A,0.225681762,0.047535079
MOSPD3,0.225714727,0.025647588
TFE3,0.226304133,0.008713573
PRDM15,0.226523101,0.007483543
C3orf62,0.226565939,0.006382906
P4HB,0.226737902,0.001709842
PHKA2,0.226969568,0.045353254
TAPBP,0.227163509,0.003878701
GCAT,0.227201558,0.020815698
HGS,0.227203934,0.027728386
ZBTB5,0.227271675,0.039236493
MUS81,0.227313843,0.010054482
PPFIA1,0.227382155,0.018765277
PHLDA1,0.227449649,0.034288
CHST12,0.228036637,0.020976743
SAFB,0.228111108,0.007601937
GHDC,0.228150178,0.013556832
PCNX3,0.228194968,0.041666824
GTF2E2,0.228300308,0.002046472
SRSF4,0.228390533,0.000578888
KLC4,0.228455296,0.009762151
EIF5B,0.228506256,0.015603669
PCBP1,0.22853098,0.002656964
EIF2B4,0.229038202,0.003956558
XAB2,0.229080918,0.038840166
ZBTB48,0.229153684,0.017496533
NEK9,0.230062093,0.027234333
POP5,0.230068737,0.01090187
UGDH,0.230712085,0.010880128
UBAC1,0.231259771,0.000286182
IST1,0.231481205,0.001649273
KCTD21,0.231499942,0.001128294
PTPN9,0.231578978,4.43E-02
PPP1CC,0.231709253,0.004028854
RIPK2,0.231756065,0.033635061
ECI2,0.232100365,0.040232621
ZFAND2B,0.232127669,0.006729227
FOXN3,0.232289888,0.009403862
MSRB2,0.23239202,0.011592389
SGSM3,0.232425008,0.007140564
SLC46A1,0.232450178,0.02036217
WDR1,0.23262416,0.008878718
ZNF592,0.23299566,0.022865884
ATPAF2,0.233003673,0.002850016
CCDC12,0.233171338,0.024891913
ZNF394,0.233436233,0.007427841
PPP1R10,0.233976173,0.004589593
COG4,0.234498633,0.004012548
HNRNPUL1,0.234573497,0.021509026
FUZ,0.234664691,0.032890227
PATZ1,0.234910026,0.045623585
LMAN2,0.235115035,0.001461018
POLR3H,0.235136979,0.008262275
DNASE2,0.235584348,0.004382064
ACD,0.236225345,0.029645741
ZBTB34,0.236461397,0.015153655
PSME2,0.236495184,0.006798882
PABPC1,0.236532904,0.034695822
EIF3B,0.236743288,0.001336616
UPF1,0.236774641,0.012252094
NPRL2,0.237148031,0.004625796
SLC25A30,0.237203666,0.02878145
LENG1,0.237321673,0.013339542
RPS7,0.237339356,0.006423288
ELOB,0.237580113,0.026224827
RPSA,0.237986439,0.025122644
UNC45A,0.238206745,0.015843586
RBM42,0.2382838,0.01331049
IL11RA,0.238323848,0.041338386
TSHZ1,0.238388363,0.024449106
VPS28,0.238446485,0.008023679
EXD3,0.238532475,0.028509316
UBXN2A,0.23874025,0.006506545
TSEN34,0.239139806,0.005739911
UBE2L6,0.239326882,0.014278171
HCFC1R1,0.239576809,0.028751651
FKBP8,0.239587702,0.021867074
SUPT5H,0.239696935,0.012930842
IQCE,0.239748205,0.006798882
TWNK,0.239999322,0.040392487
LZTR1,0.240361933,0.024741459
RPL35A,0.240623918,0.013788415
ZSCAN9,0.240712784,0.04037959
SLC35A4,0.241077941,0.00703667
MLLT1,0.241138982,0.003651517
RRP1,0.242097804,0.01422125
EDC3,0.242255719,0.001547743
THAP4,0.242273086,0.00047086
RPS4X,0.242584081,0.014638347
HDAC6,0.242734489,0.045244123
ADPRS,0.242869628,0.022147077
XPNPEP3,0.242885267,0.032128147
SWI5,0.24291522,0.027748334
TMEM39A,0.24300896,0.035968041
CENPX,0.243049883,0.006188169
BTBD7,0.243125506,0.013903146
RPUSD1,0.243208366,0.029661535
CCDC62,0.243250172,0.044896463
NDUFA3,0.243528852,0.040149931
NDUFS8,0.243584985,0.009942148
PELP1,0.243943159,0.0209282
DDX56,0.244617811,0.007430848
ISOC2,0.244709043,0.01302779
BORCS6,0.244986021,0.012813583
CIAO3,0.245655937,0.012517205
TCOF1,0.24582803,0.007144661
LMBR1L,0.24591804,0.009751018
GIGYF1,0.24619023,0.032329085
RPLP0,0.246409696,0.015652687
CDC25B,0.246536874,0.031414626
MIDEAS,0.247016091,0.039840643
ELP4,0.24848142,0.021595131
DNAJB6,0.24864914,0.020848638
HSCB,0.249020205,0.035217533
RPS27A,0.249187223,0.023921895
CCT3,0.249314675,0.004220388
MAPK3,0.249391926,0.010614817
CLK2,0.249495299,0.015449732
PRXL2C,0.249644357,0.011799228
TOMM7,0.249686136,0.004410161
RBM4B,0.249687915,0.005177228
METTL26,0.249776073,0.01483318
RPL3,0.249789228,0.00459046
KATNIP,0.250033448,0.009986565
MYL6,0.250155741,0.015161827
NELFCD,0.250324275,0.00077219
VPS37B,0.250842762,0.004051875
REXO4,0.251012223,0.001699941
MOCS1,0.251241059,0.003464711
PQBP1,0.251674219,0.003279506
SAMD4B,0.251703534,0.044632419
ATP5MC2,0.251717447,0.01464102
B4GALT4,0.251795717,0.026040203
PTCD1,0.252004348,0.004935151
SURF1,0.252025504,0.032759037
SMIM20,0.252182407,0.008819083
PLAGL2,0.252319967,0.017171483
PACSIN2,0.252339662,0.000278385
CCDC107,0.252401914,0.020811511
ZNF814,0.25249434,0.022723964
MAPRE1,0.252745177,0.029087995
AVEN,0.252871978,0.013195527
ENAH,0.252989975,0.009577271
FMC1,0.253339585,0.03987295
MRGBP,0.253513738,0.002118576
ADCK5,0.253695599,0.017768313
CWF19L2,0.253715495,0.037899664
CNTROB,0.254084125,0.015282499
SELENOS,0.254089932,0.023332219
ANAPC11,0.254128598,0.003390388
PTPN21,0.254171989,0.012535093
PMVK,0.25449357,0.006965712
GSTM4,0.25460346,0.003283273
RHBDD3,0.254740231,0.00664688
HDHD3,0.254817434,0.0045969
NAA60,0.255083674,0.003032798
RPL14,0.25548386,0.006488591
TMEM187,0.25549366,0.013537091
GNB2,0.255719562,0.000724433
TSPAN33,0.255818735,0.008879151
SPG21,0.256013818,0.000275971
COG7,0.256094202,0.00183714
RABEP2,0.256261352,0.025615994
B9D2,0.256590761,0.034934821
MED26,0.256713008,0.00053894
ZMAT5,0.257362873,0.010536491
BACH1,0.25737106,0.043106731
PPARD,0.257392645,0.007407751
MED16,0.257526748,0.008939552
CTBP2,0.25764798,0.004231446
BID,0.257749251,0.021323363
PFDN5,0.257888963,0.017166819
CREBBP,0.258332858,0.010790235
CNPPD1,0.258550378,0.016012957
DUS1L,0.258762133,0.001832316
